SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,mbID,Energy,ArtistFamiliarity,Hotness,end_of_fade_in,key,keyConfidence,Loudness,mode,mode_confidence,start_of_fade_out
77,"SOONSFT12A8C13E5D0",78736,"The Late_ Late Show","ARXDOUQ11F50C4A239",,"",,"Wednesday 13's Frankenstein Drag Queens From Planet 13",0.0,131.81342,7,0.329,93.021,4,0.0,"Hit And Rape (Album Version)",0,,0.0,0.565161778133,0.371447105854,0.131,7,0.329,-3.525,1,0.369,127.536
78,"SOJDYWJ12A6D4F3E34",22404,"Orphan","AR5T4YC1187FB5915E",,"",,"Darwin's Waiting Room",0.0,197.51138,6,0.064,101.923,4,0.84,"Feel So Stupid (Table 9)",2001,739bc995-11b9-4e39-94f9-f75b429da8fe,0.0,0.508421718375,0.335811920382,0.469,6,0.064,-5.173,1,0.31,197.511
79,"SOUVYHS12A8C13AB77",295095,"J. Strauss: Die Fledermaus","ART8F8O1187B9A538D",,"Salzburg Austria",,"Herbert Von Karajan",0.0,238.10567,1,0.58,103.929,3,0.633,"Die Fledermaus - Operette in drei Akten/Silvester-Einlagen/Dein ist mein ganzes Herz (aus "Das Land des Lächelns")",0,d2ced2f1-6b58-47cf-ae87-5943e2ab6d99,0.0,0.668055686858,0.464152439053,0.0,1,0.58,-20.18,1,0.475,238.106
80,"SONRUXD12A6D4F4A5E",27867,"Doe Or Die","ARKQ9JM1187FB57521",,"Oakland CA",,"A.Z.",0.0,203.10159,11,0.072,88.064,4,1.0,"We Can't Win (Explicit)",1995,0506bf37-90d7-4654-9585-b4800dc945d5,0.0,0.640695920704,0.449602655974,0.189,11,0.072,-12.042,1,0.333,193.585
81,"SODCXGX12A8AE46866",185110,"A-sides_ B-sides and Rarities","ARCLFWR1187B9AE7B2",,"",,"Fun Lovin' Criminals",0.0,235.36281,9,0.156,91.859,4,1.0,"We Have All The Time In The World (Live)",0,1b15e90d-910c-4be4-99cb-463772a6430f,0.0,0.683206040048,0.484876718954,0.456,9,0.156,-12.767,1,0.254,229.396
82,"SOJWNDG12AB018235E",449692,"Piédenés","ARYB42B1187FB37B01",,"",,"Les Malpolis",0.0,246.69995,7,0.721,172.061,7,0.611,"Les Amours de Nathalie",1998,e32f569d-bcd8-4c29-95a1-b13bff72f9d5,0.0,0.488206851047,0.271250596262,0.229,7,0.721,-9.76,1,0.728,240.878
83,"SORDTXF12AB017C25D",544392,"Tarde O Temprano","AR0WCZW1187B99F592",,"",,"Tommy Torres",0.0,222.92853,11,0.266,158.007,4,0.774,"Imparable",0,a3d655dd-4202-42b2-b1ba-bb96d2c4d4b3,0.0,0.638590616661,0.416019233866,0.0,11,0.266,-7.123,1,0.414,210.611
84,"SOZMCOM12A8C13F945",174657,"Washboard Sam Vol. 3 (1938)","AR84AQE1187B98AD9C",36.068,"Walnut Ridge AR",-90.9564,"Washboard Sam",0.0,166.19057,9,0.016,158.455,4,0.731,"Bucket's Got A Hole In It",0,7c913d1c-cef0-4c02-89d2-ecbf6ab5fc21,0.0,0.505784762727,0.326750333974,2.014,9,0.016,-15.571,0,0.236,160.148
85,"SONFNKK12A8C13BDE6",113171,"Christmasing","ARK0VFZ1187FB4309B",,"DURHAM North Carolina",,"Shirley Caesar",0.0,176.37832,9,0.286,119.711,4,0.0,"Angels We Have Heard On High (Album Version)",0,2bb81df0-e9e2-42ee-9708-d30b0c85d946,0.0,0.57930948808,0.370273518966,0.421,9,0.286,-8.686,1,0.705,169.32
86,"SORNHUW12A6D4F9006",34608,"This Is My Country","ARCT5P61187FB3D950",,"United States",,"The Impressions",0.0,168.01914,6,0.412,103.088,1,0.0,"This Is My Country",1968,8af64037-6d26-4d24-afd8-7e085abb01b1,0.0,0.63322062391,0.410247407476,0.079,6,0.412,-11.803,1,0.56,158.174
87,"SODAAKS12AB018D37F",761599,"Tammy Wynette - Live at the Rodeo!","ARM5JLS1187FB3615B",34.27611,"Itawamba County MS",-88.35068,"Tammy Wynette",0.0,84.16608,3,0.612,155.05,1,0.0,"Welcome To My World (Live)",0,26fe36eb-fd75-4799-bf0f-fa502a7bcfe8,0.0,0.606118645697,0.409196035655,0.0,3,0.612,-11.433,1,0.628,84.166
88,"SONLKRD12A6D4F7DB0",1620,"Say How I Feel","AR0WV4Y1187B99B806",7.95501,"Ghana",-1.03182,"Rhian Benson",0.0,207.46404,3,0.495,117.973,1,0.0,"Say How I Feel",2004,7edc4fa0-32eb-4a53-88b4-1b804b39fee5,0.0,0.491835959058,0.389414014034,0.345,3,0.495,-4.573,1,0.466,198.374
89,"SOBWBGS12AB01868B0",546646,"Essential Bessie Smith Vol 1","ARYYCVC1187B9A8510",35.04644,"Chattanooga TN",-85.30946,"Bessie Smith",0.0,192.44363,7,0.304,79.912,4,0.55,"Cold In Hands Blues",0,ffa28768-ecda-42c6-ac49-6ce5c7d33043,0.0,0.637521050415,0.404798068262,2.537,7,0.304,-27.858,0,0.343,189.272
90,"SOPMKMD12A67020BD9",13139,"High Time","ARB336A1187B9A4583",42.25147,"Lincoln Park MI",-83.18186,"MC5",0.0,307.722,0,0.353,75.706,4,0.689,"Miss X (LP Version)",1971,08b736bb-1c82-40b4-8b0b-49e2182a067a,0.0,0.654860822343,0.451466060363,0.13,0,0.353,-8.392,1,0.44,298.969
91,"SOFRDJX12A8C130B2F",284788,"Grandes Éxitos: Los Chunguitos","ARW9DSD1187B9A0345",,"",,"Los Chunguitos",0.0,164.12689,10,0.384,158.479,4,1.0,"Por La Calle Abajo",2000,cf940d52-04ef-46bd-aa83-058c4f3a710f,0.0,0.51503358359,0.372356587534,0.0,10,0.384,-8.07,0,0.446,156.462
92,"SOYIZYC12AB01833BF",606364,"Down By The River","ARX9L381187B9B7265",,"Belmont MS",,"Mac McAnally",0.0,183.53587,0,0.952,174.268,4,0.021,"If You Hang Around Long Enough",0,48e32ea6-e282-44ee-96a6-1ed5aeaa4023,0.0,0.573039790503,0.437866012408,0.296,0,0.952,-6.601,1,0.89,175.984
93,"SOLQLGL12A8C138380",300483,"Touch My Soul_ Vol. 23","AR03BDP1187FB5B324",34.05349,"Kentwood LA; Los Angeles CA",-118.24532,"Britney Spears feat. Pharrell Williams",0.0,225.48853,6,0.835,106.919,4,1.0,"Boys",2001,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,0.0,0.153605548145,0.607257279581,0.345,6,0.835,-4.947,0,0.77,221.931
94,"SOKKXUI12A58A7A79C",371487,"Good Girl Gone Bad: The Remixes","ARKU3Z61187FB51DCA",13.11199,"St Michael Barbados ",-59.59895,"Rihanna",0.0,208.16934,5,0.197,128.077,4,0.743,"Good Girl Gone Bad",2007,73e5e69d-3554-40d8-8516-00cb38737a1c,0.0,0.917698884427,0.908202619208,3.634,5,0.197,-5.704,0,0.369,197.764
95,"SOQVJZI12AB018520D",422119,"Le passager de la pluie (Original Soundtrack)","AR25WM21187FB461B3",,"",,"Francis Lai",0.0,123.24526,7,0.459,88.967,3,0.847,"La valse du mariage",2003,ddec1c79-0653-4d7a-a92a-ceaabc60748f,0.0,0.552719818114,0.371711094041,0.203,7,0.459,-9.853,0,0.672,119.176
96,"SOTALBJ12AB017D609",495796,"Lounjazz","ARN9GBH1187FB3FEF9",-22.97673,"Rio de Janeiro BR",-43.19508,"Leo Gandelman",0.0,222.98077,5,0.524,157.95,4,0.454,"Bari Bossa",2007,327fd7d2-bb78-4802-bc72-12a2faa87968,0.0,0.398366354333,0.390434973269,0.188,5,0.524,-13.812,0,0.471,206.292
97,"SORZUVX12AB017BDCB",625398,"Herbst9 vs. Z'ev - Through Bleak Landscapes","ARZQM8D1187FB438CC",56.42465,"L.E.",9.67464,"Herbst9_ Z'ev",0.0,245.02812,10,0.406,91.695,3,0.936,"Awakening of the Soulless",0,1ec1d30e-274e-4be6-86a1-58ceb7e90ae0,0.0,0.480355425324,0.353256679264,2.769,10,0.406,-14.775,0,0.298,232.815
98,"SOTTMXT12AF72A1B42",597508,"Emerald Aether: Shape Shifting/Reconstructions Of Irish Music","ARAH4TU1187FB51D28",38.62666,"New York City (Salem IL - originally)",-88.94561,"Bill Laswell",0.0,132.67546,3,0.294,105.218,4,0.754,"The Gary Selchie - Solas",0,8b7a121c-5b50-4912-ab4c-e49a631a2db0,0.0,0.678008836779,0.404039733775,0.0,3,0.294,-19.814,0,0.11,128.151
99,"SOSCMUV12A8AE49448",188177,"Reggae Gold 2006","ARFH6FT1187FB5BF47",39.49974,"YAHD!",-111.54732,"T.O.K.",0.0,190.71955,1,0.465,126.682,3,0.655,"Hotta",2006,0fd0e5d2-16f6-4613-ad59-050fe0b1f8b1,0.0,0.692655872871,0.43434630556,0.0,1,0.465,-5.977,1,0.513,187.431
100,"SOQMWJG12A6701E1AC",9066,"The Best Of Del Tha Funkee Homosapien [The Elektra Years]: The B-Boy Handbook","ARV4KO21187FB38008",37.80506,"Oakland CA",-122.27302,"Del Tha Funkee Homosapien",0.0,257.69751,2,0.017,99.566,4,0.882,"Mistadobalina",1991,a31a5e0c-d37a-41a8-90d5-9e256a47d83b,0.0,0.732660312018,0.458439468239,0.305,2,0.017,-9.495,1,0.355,244.849
101,"SOFUCUZ12A6D4F9EDA",62750,"Hank Wilson's Back!","AR7TTCH1187FB3F95C",34.60515,"Lawton OK",-98.38983,"Leon Russell",0.0,169.35138,0,0.826,99.435,4,0.999,"Jambalaya (On The Bayou)",0,d4cc0ed5-0f76-4188-9e14-2a23ca12188a,0.0,0.63422696339,0.443708895002,0.0,0,0.826,-14.073,1,0.601,163.828
102,"SOWNKEY12A8C131FE7",284078,"A Musical Massacre (Explicit)","ARNQESK11F4C83FD6F",,"",,"Beatnuts featuring dead prez and Cheryl Pepsi Riley",0.0,318.56281,1,0.7,93.957,4,1.0,"Look Around featuring dead prez and Cheryl Pepsi Riley",0,,0.0,0.608018105915,0.28552323045,0.0,1,0.7,-5.414,1,0.76,315.82
103,"SOGVJTG12A6701E991",419069,"A Little South Of Sanity","AR12F2S1187FB56EEF",,"Boston MA",,"Aerosmith",0.0,335.33342,2,0.458,76.096,1,0.283,"Angel",1987,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,0.0,0.87253659867,0.610731462904,0.0,2,0.458,-5.763,1,0.642,335.333
104,"SOGDDBQ12A8C140740",174688,"Jazz Gillum Vol. 2 1938-1941","ARW4AGO1187FB4F107",33.45081,"Indianola MS",-90.645,"Jazz Gillum",0.0,183.09179,7,0.519,101.713,1,0.0,"Little Woman",0,a32c74a4-4774-4b60-be49-341665450d46,0.0,0.362800141681,0.282286405633,0.415,7,0.519,-14.663,1,0.5,176.982
105,"SOGHJED12A8C137F42",91294,"Sonny Terry & Brownie McGhee_ Vol. E (1938-1941)","ARKJVHY11E2835E76B",,"Massachusetts",,"Sonny Terry & Brownie McGhee",0.0,167.02649,2,0.701,117.625,4,0.394,"My Bulldog Blues",0,b95e98f2-5511-4dc9-a089-444af424d74d,0.0,0.517126315036,0.360145056506,0.234,2,0.701,-19.569,1,0.608,160.961
106,"SODAYSL12AB018FFFA",822062,"South Of Hell","ARML7XL1187FB43F59",,"Newton County",,"Boondox",0.0,260.10077,2,0.516,200.004,4,0.447,"Nothing To Lose",2010,af758065-58ac-4230-ac97-b7cb3358f9ba,0.0,0.780866545768,0.460456542785,0.0,2,0.516,-5.852,0,0.599,260.101
107,"SOULRCV12A8C137BEC",150802,"Differente","ARYVLXY1187FB373B0",50.82056,"Ixelles Belgium",4.37967,"Maurane",0.0,263.67955,10,0.16,89.394,4,0.887,"Juste Une Petite Fille",1995,f08c24b5-3374-42b2-a255-f27345cbd002,0.0,0.580481347942,0.412610819232,0.67,10,0.16,-15.406,0,0.421,257.109
108,"SOQOEYV12AB0185DEF",762539,"Take It To Heart","ARHTHC01187B9B6D2A",,"St. Louis MO",,"Michael McDonald",0.0,296.202,11,0.066,109.731,4,0.831,"Love Can Break Your Heart (LP Version)",0,f197a6e3-dc1a-4332-b9f6-fbf74eece637,0.0,0.712675251311,0.563362693588,0.181,11,0.066,-10.015,0,0.45,278.808
109,"SOAJUIE12A6D4FAC25",43181,"Free - Live At The BBC","ARC70XM1187FB4D5B0",,"London England",,"Free",0.0,197.56363,4,0.693,114.168,1,0.0,"Broad Daylight - The BBC Sessions [Top Gear 17/3/69]",0,cbac7516-7feb-4fe3-98ac-64e7090c0a4f,0.0,0.713686249595,0.468604580569,0.206,4,0.693,-12.473,1,0.601,193.242
110,"SOCXDDP12A8C141B23",221690,"Déjame Solo","AR2PT4M1187FB55B1A",,"",,"Los Chichos",0.0,221.23057,2,0.288,133.324,4,0.493,"El Te Daba Mala Vida",1982,d54ea4a6-0b9c-4e47-bed0-289ae9ff4037,0.0,0.561589945857,0.420570307208,0.0,2,0.288,-9.013,1,0.352,208.225
111,"SOHXTED12A8C132856",86249,"The Best Of Rene Touzet (His Piano and  Orchestra)","ARP90NR1187B990ECA",,"",,"Rene Touzet",0.0,288.33914,10,0.531,112.067,4,1.0,"Mi Son Maracaibo",0,afad957d-b11c-435d-90f6-ab54728351cb,0.0,0.330139596904,0.249127455013,0.368,10,0.531,-12.565,1,0.456,283.202
112,"SOHLWHP12A6D4F614B",83642,"One Down","ARAH4TU1187FB51D28",38.62666,"New York City (Salem IL - originally)",-88.94561,"Bill Laswell",0.0,258.87302,7,0.798,99.587,4,0.529,"Don't Lose Control",0,8b7a121c-5b50-4912-ab4c-e49a631a2db0,0.0,0.678008836779,0.404039733775,0.0,7,0.798,-14.647,1,0.903,246.671
113,"SOWHWDA12AB0187A89",702123,"Count Talent and the Originals","ARFONSP11F50C4D175",,"",,"Michael Bloomfield",0.0,180.45342,11,0.042,78.213,4,0.0,"Let the People Dance",0,,0.0,0.493995079533,0.372179877857,0.0,11,0.042,-8.287,1,0.448,174.005
114,"SOJNGHO12A6D4F84BC",29475,"La Portuaria En Vivo","AR1LQNB1187B9A6AE5",,"",,"La Portuaria",0.0,169.482,4,0.306,182.922,3,1.0,"Palabras De Amor(En Vivo)",0,c9c3157e-35e6-4888-9970-3b9771f13197,0.0,0.52288813193,0.305719059845,2.038,4,0.306,-7.548,1,0.0,154.726
115,"SOUEEDA12AC3DF474F",775675,"Greatest Features","AR9788H1187B9A05D1",39.95227,"Philadelphia PA",-75.16237,"Jedi Mind Tricks",0.0,240.06485,7,0.632,87.005,4,0.972,"Brute Force II",0,62cc0dfc-52b8-4434-ba8c-937c47ef7ada,0.0,0.611933956413,0.372350869597,3.64,7,0.632,-7.359,1,0.534,226.871
116,"SONJHTY12AB017FCE6",533363,"Pendulum","ARFNJ4O1187B9A204B",52.47859,"Birmingham England",-1.9086,"Broadcast",0.0,102.94812,9,0.474,161.196,1,0.084,"One Hour Empire",2003,aaae25bf-c794-45d7-bab7-cdc7c655bfa6,0.0,0.691850736596,0.467885511383,0.316,9,0.474,-7.42,1,0.512,97.263
117,"SOROJYG12AB0182217",423728,"Kino","ARIXB7T1187B9AB215",,"",,"Intars Busulis",0.0,200.46322,5,0.391,133.981,4,0.0,"???????",0,37d131d3-1639-4ae3-b642-eb786a15f16a,0.0,0.408850474781,0.338992802604,0.0,5,0.391,-4.003,1,0.381,192.157
118,"SOCKZDX12A58A7B950",673155,"Under The Big Black Sun","ARS2KW51187B9B556E",,"",,"X",0.0,160.07791,2,0.079,122.495,4,0.0,"Motel Room In My Bed (LP Version)",0,f5abf27f-4785-4777-9ea6-234a1d143ee7,0.0,0.70409394652,0.410743577532,0.331,2,0.079,-6.671,1,0.484,157.217
119,"SOHOPAT12A8C1436AC",428521,"Approaching Normal","ARDQ62L1187FB56FF0",,"Houston Texas",,"Blue October",0.0,225.67138,4,0.709,103.647,4,0.889,"My Never",2009,d6a3eeec-cde0-4c10-89b2-93e0bd5f34e6,0.0,0.778534708104,0.490768668837,0.0,4,0.709,-12.637,1,0.723,211.656
120,"SOKOPOR12AB0184FED",505410,"Black Ark EP","ARM8BKO1187FB3AD47",,"",,"Carl Crack",0.0,256.70485,7,0.029,51.265,1,0.0,"Dogon",1998,6b2e7187-9114-4050-a7af-eba918aebde8,0.0,0.379218060566,0.29478990364,0.311,7,0.029,-12.891,1,0.38,246.184
121,"SOFMMKA12A58A7CBF5",653590,"Brother Bear Original Soundtrack (English Version)","AR9W3X91187FB3994C",,"Chiswick London England",,"Phil Collins",0.0,216.92036,0,0.512,123.943,4,0.656,"Welcome",2003,401c3991-b76b-499d-8082-9f2df958ef78,0.0,0.655921417588,0.578301633597,0.2,0,0.512,-8.238,1,0.578,209.572
122,"SOKUGPJ12A58A7FD8D",368796,"Never Wanted to Dance (Live In London)","AROKDJ41187B9A7700",40.71455,"New York NY",-74.00712,"Mindless Self Indulgence",0.0,222.14485,6,0.048,182.98,4,0.794,"Never Wanted to Dance (Live In London)",0,44f42386-a733-4b51-8298-fe5c807d03aa,0.0,0.819132290668,0.485881459,0.328,6,0.048,-4.487,0,0.336,212.161
123,"SOXFAJU12A8C131CEC",282364,"Starchild","ARMIMHT1187B98F038",,"Santa Monica CA",,"Teena Marie",0.0,78.96771,10,0.791,59.253,1,0.0,"Light",1984,98cb2d05-0b47-4bc6-b345-792eecbe8449,0.0,0.621414328404,0.443930192726,2.218,10,0.791,-21.997,1,0.627,71.21
124,"SOOSGYY12A8135690B",129224,"Pure Genius: The Complete Atlantic Recordings 1952-1960","AR20CFC1187B98A25D",,"Albany GA",,"Ray Charles",0.0,87.06567,5,0.347,97.302,1,0.0,"Losing Hand & Dialog #3 (w/reverb) (Rehearsal Session with Ahmet Ertegun_ 1953)",0,8518b7af-5e33-498a-90c9-9fd772f4c422,0.0,0.759909540126,0.673207274956,0.0,5,0.347,-16.077,1,0.336,79.168
125,"SOJEZUU12AB018B8C5",763904,"Valleys Of Neptune","ARNDL191187FB51583",,"Seattle USA",,"Jimi Hendrix",0.0,192.23465,1,0.677,167.263,1,0.0,"Fire",1969,06fb1c8b-566e-4cb2-985b-b467c90781d4,0.0,0.840963900935,0.587869152218,0.0,1,0.677,-6.216,1,0.68,187.826
126,"SOQTUQJ12A8C144F36",430799,"Les autres","ARABS971187B9A8509",,"",,"France D'Amour",0.0,226.06322,0,0.591,103.427,3,1.0,"Ma soeur",0,550b5eea-4202-4037-9fae-66fc7ae77340,0.0,0.475430773936,0.305579278352,3.64,0,0.591,-8.26,0,0.609,221.234
127,"SOOUQMH12A58A7C633",599190,"Slidin' On The Frets: The Hawaiian Steel Guitar Phenomenon","ARPJNT81187B98AD36",38.25486,"Louisville KY",-85.7664,"Sylvester Weaver",0.0,181.18485,2,0.963,110.691,4,0.0,"Guitar Rag",1997,1e1fa4a5-3bd6-4a1c-9b1d-5c613a741500,0.0,0.370466464292,0.324370661219,0.549,2,0.963,-20.444,1,0.731,175.926
128,"SOUWIHB12AB0182455",639537,"Down By The River","ARON0YP1187FB4B465",40.71455,"New York NY",-74.00712,"Fiona",0.0,227.5522,1,0.769,64.734,7,0.666,"No More Lonely Nights",0,11238cd8-2dc5-4de4-b4ec-5e6be5fef8c8,0.0,0.513467522136,0.383677982461,0.125,1,0.769,-5.355,1,0.615,227.552
129,"SOSYNKD12A6D4F6655",77126,"Safizam","ARZI4B31187B991125",51.05563,"Gent",3.72856,"SAF",0.0,317.54404,10,0.705,82.634,4,1.0,"Skopska situacija",0,8200e21b-9e43-43f0-aec3-65177ff5ccab,0.0,0.467583201066,0.278960162253,0.223,10,0.705,-10.575,0,0.613,312.645
130,"SOUGKGL12A58A7BA58",504423,"Discografía Completa 1994-2000","ARBGJLS11F4C83D4B9",,"",,"Xmilk",0.0,100.8322,1,0.63,146.454,4,1.0,"Why",0,,0.0,0.462140600207,0.321383730111,0.0,1,0.63,-3.8,1,0.626,97.274
131,"SONSWDF12A8C133D57",141264,"Breakfast With Jape Squad","ARUBJTR1241B9CB16D",,"",,"Jape Squad",0.0,267.33669,7,0.911,89.696,3,0.94,"Bus Monkeys",0,,0.0,0.483854636708,0.248299798089,0.392,7,0.911,-5.967,1,0.807,263.343
132,"SOMORCS12A58A7E211",129313,"Soulcrusher","ART703V1187FB4FD63",,"",,"Operator",0.0,213.55057,5,0.242,135.958,4,1.0,"Soulcrusher (Amended Album Version)",0,fb8b6996-265c-4d5b-934e-bc5a1e513a4a,0.0,0.621587524646,0.401936414515,0.374,5,0.242,-5.15,1,0.367,208.962
133,"SOQIJPO12A8C13E369",218110,"Bardo","ARGAWJY11F50C50904",,"",,"Jane Winther",0.0,164.98893,2,0.106,21.438,1,0.0,"Deep Voices",0,,0.0,0.317391380089,0.345284772988,4.238,2,0.106,-24.773,1,0.357,164.989
134,"SOANUHW12A8C137587",98027,"A Few Things To Hear Before We All Blow Up","ARAFRFP1187FB4230B",,"",,"Williamson",0.0,354.06322,7,0.091,105.982,4,0.028,"Time You'll Never Get Back",2003,b39fd057-141c-4a9e-a1e6-266665dbc79d,0.0,0.478770833861,0.327875294793,0.067,7,0.091,-11.96,1,0.354,336.202
135,"SOMHQKT12A6D4FAE5D",555129,"Love Junk","ARFK98R1187B9B0552",43.64856,"Toronto Ontario Canada",-79.38533,"Pursuit Of Happiness",0.0,159.60771,9,0.655,125.1,4,0.0,"Hard To Laugh",1988,b7bda9f5-041c-410b-8177-47880e1fbb41,0.0,0.508676201038,0.377888131403,0.403,9,0.655,-9.224,1,0.461,153.925
136,"SOLPZLH12A6D4F9D12",559,"The Good_ The Bad_ The Ugly","AR7V0DI1187FB524DE",,"",,"Frankee",0.0,149.99465,5,0.0,110.768,4,1.0,"Gotta Man",2004,a278331c-1b22-4ebd-b93f-4408bd96f9b8,0.0,0.63560611742,0.371777228405,0.223,5,0.0,-9.035,1,0.0,147.18
137,"SOBUAFP12A6D4F9934",49859,"Gift Grub 7","AROIHOI122988FEB8E",,"",,"Mario Rosenstock",0.0,44.19873,0,0.0,79.05,7,0.115,"Smoke",0,,0.0,0.334542783657,0.0490343808485,0.0,0,0.0,-17.472,1,0.0,44.199
138,"SOBVXQL12A6D4F7FC0",327332,"As Cruel As School Children","ARGMGHN1187B9B4213",,"Geneva NY",,"Gym Class Heroes",0.0,254.51057,1,0.611,91.97,4,1.0,"New Friend Request (Amended Version)",2006,f4d4b515-0b74-423f-a161-db184330c37c,0.0,0.906619151711,0.563403565869,0.125,1,0.611,-4.952,1,0.22,241.458
139,"SODZIBG12A8C13F4F3",216969,"Shut Your Eyes","ARVN9FZ1187FB393F1",,"Dundee Scotland",,"Snow Patrol",0.0,268.95628,9,0.14,106.002,4,0.62,"Chasing Cars",2006,a66999a7-ae5c-460e-ba94-1a01143ae847,0.0,0.818319359139,0.667294595643,1.332,9,0.14,-6.621,1,0.633,261.265
140,"SOQVCQK12A6D4FD32F",125738,"Welcome To Tokyo","AR22R8A1187FB46B9E",35.67048,"Tokyo",139.74092,"Shanadoo",0.0,225.20118,10,0.489,142.946,5,0.612,"King Kong",2006,5184cf63-9e16-4e13-8b86-f6ecbac4b543,0.0,0.545803433083,0.336141578129,0.104,10,0.489,-3.198,1,0.394,219.649
141,"SOTSXZM12A8AE47061",139457,"Millennium-Tanzparty","ARZWBH21187B99ACE1",,"",,"Günter Noris",0.0,180.79302,2,0.198,92.277,4,1.0,"Tigerauge Rock",0,ebe40a4e-b33d-4ba5-af20-d48da3a98517,0.0,0.0596260969721,0.0,0.0,2,0.198,-11.19,0,0.46,180.793
142,"SOLOJYI12A8C13C49E",217883,"Operaatio Jalokivimeri","AR22KLC1187B98E812",,"",,"Kaija Koo",0.0,192.26077,11,0.436,155.049,4,0.272,"Savu hälvenee",1998,446455f2-7d62-45ca-a7ef-53c1c676ac5c,0.0,0.50087616005,0.37922806909,2.067,11,0.436,-8.228,0,0.508,188.111
143,"SOKAMAI12AB01852F5",345122,"Reggae Max","ARUBX2Y1187B99CD25",,"",,"Tyrone Taylor",0.0,223.50322,9,0.715,165.271,4,0.58,"Members Only",0,f02e98c4-a0fa-4c02-ac0a-587f4319ac87,0.0,0.432074796015,0.299392787198,0.0,9,0.715,-7.64,1,0.645,218.482
144,"SOZYFSB12A8C1393CF",255383,"Somewhere","AR0JEOI1187B98B918",31.1689,"Texas",-100.07715,"Erik Berglund",0.0,253.04771,1,0.708,66.595,1,0.0,"All I Ask Of You",0,0aa9f7e2-58be-4a8b-813b-4c02fc2288f8,0.0,0.377034085128,0.336191155685,0.351,1,0.708,-8.274,1,0.695,242.091
145,"SOSRMIF12A81C237B0",232781,"Barbara Lusch","ARLMRES11F4C83E1E1",44.11559,"Oregon",-120.51484,"Barbara Lusch",0.0,259.73506,7,0.547,92.215,1,1.0,"Now_ Baby_ or Never",0,,0.0,0.366302894629,0.0,0.078,7,0.547,-6.605,0,0.421,252.5
146,"SODGZCH12AB0183AE6",664421,"Fatis Presents Ini Kamoze","ARXGWNG1187FB503A5",,"",,"Ini Kamoze",0.0,236.56444,0,0.108,165.111,4,0.052,"Goodness & Mercy",0,ce29fa89-8aed-4f7b-8b3e-a34d0c9ed0c6,0.0,0.621825361751,0.434930157918,0.421,0,0.108,-9.881,1,0.317,236.564
147,"SOVKDPG12A8C144EE8",318216,"Le Petit Train (Mixe Mark Plati)","AREJXK41187B9A4ACC",46.71067,"France",1.71819,"Raphaël",0.0,211.01669,0,0.468,150.096,5,0.0,"Le Petit Train (Mixé Par Mark Plati)",0,c43bb0d6-94d7-410f-80fb-e5a243b18d23,0.0,0.557460219739,0.386151631413,0.0,0,0.468,-6.301,0,0.588,195.837
148,"SOJENAR12A67021592",62238,"Trail Of Memories:  The Randy Travis Anthology","ARAPH9U1187B9B34F0",,"Marshville NC",,"Randy Travis",0.0,187.53261,5,0.731,95.781,4,0.0,"On The Other Hand (Remastered Album Version)",0,09b697e3-a849-4670-ae49-e0b821a6271a,0.0,0.787877691086,0.543225521045,0.255,5,0.731,-12.324,1,0.639,177.673
149,"SOIWWJW12AB017C41E",324882,"Comin' Tonight","ARRWAD71187FB3FE44",40.71455,"NY - New York City",-74.00712,"Martha Wainwright",0.0,209.60608,9,0.651,117.316,4,0.284,"Comin' Tonight",2008,231475d8-fddb-4d7d-aad9-287e59e4b4ba,0.0,0.704244766038,0.497568734282,0.082,9,0.651,-13.551,1,0.604,197.364
150,"SOCXRVU12A6D4F87A2",225997,"Ghetto-ology + Dub","ARIRD6J1187FB5A98C",18.01571,"Kingston Jamaica",-76.79731,"Sugar Minott",0.0,192.15628,1,0.876,161.721,4,0.297,"Walking Dub",0,01d336ae-7f79-496d-94f9-211b57517b17,0.0,0.606975737219,0.386289651246,0.0,1,0.876,-9.256,0,0.804,186.59
151,"SOYKSBN12AB017EF6B",405525,"Blues At Sunrise","ART3O5Z1187B9AB043",32.77815,"Dallas TX",-96.7954,"Stevie Ray Vaughan And Double Trouble",0.0,235.65016,9,0.325,111.834,4,1.0,"Chitlins Con Carne",1996,f5426431-f490-4678-ad44-a75c71097bb4,0.0,0.733798940436,0.544257505725,0.129,9,0.325,-13.277,1,0.354,229.239
152,"SOGMHRG12A6D4FE8CD",128997,"Trouble In Mind","AR93RTI1187B98ECFB",30.38815,"Navasota TX",-96.0878,"Mance Lipscomb",0.0,180.03546,3,0.03,153.765,4,0.858,"Motherless Children (Remastered Version) (Take 2)",0,28868947-1ff6-4021-8e84-a44ef80fb211,0.0,0.450852685134,0.332389870281,0.2,3,0.03,-19.24,1,0.407,174.829
153,"SORSFTZ12A8C1391C5",205383,"Punk In Drublic","AR06EB01187FB40150",,"Berkeley CA",,"NOFX",0.0,143.64689,7,0.527,156.079,1,0.0,"My Heart Is Yearning",1994,dcaa4f81-bfb7-44eb-8594-4e74f004b6e4,0.0,0.561131213326,0.554291489013,0.171,7,0.527,-11.661,1,0.659,136.638
